"","B1_p_val","B1_avg_log2FC","B1_pct.1","B1_pct.2","B1_p_val_adj","B2_p_val","B2_avg_log2FC","B2_pct.1","B2_pct.2","B2_p_val_adj","max_pval","minimump_p_val","cluster"
"HMGCS12",4.17389668554809e-48,0.266106669544525,0.902,0.726,1.09059746496686e-43,6.08498080402356e-55,0.29590429552552,0.877,0.732,1.58994463428332e-50,4.17389668554809e-48,1.21699616080472e-54,5
"HPCA",0,0.439564811450839,0.402,0.02,0,0,0.513324993034142,0.442,0.017,0,0,0,6
"HIVEP3",0,0.748291607470697,0.651,0.067,0,0,0.756742786705745,0.532,0.055,0,0,0,6
"ELAVL41",0,2.28545631897892,0.975,0.14,0,0,2.02489627765477,0.916,0.139,0,0,0,6
"TTLL71",0,1.32861680466896,0.878,0.179,0,0,1.08489162677695,0.814,0.164,0,0,0,6
"LPAR3",0,0.509505969021544,0.421,0.005,0,0,0.424787112260495,0.335,0.008,0,0,0,6
"FAM102B",0,0.733071274032896,0.662,0.106,0,5.73848972254355e-229,0.52964609260277,0.51,0.111,1.4994099796034e-224,5.73848972254355e-229,0,6
"PDE4DIP",0,1.50429379307123,0.786,0.158,0,0,1.5321911075758,0.695,0.171,0,0,0,6
"CELF31",0,0.558126849147664,0.668,0.09,0,4.46324152697594e-292,0.515926875466154,0.549,0.091,1.16620037858354e-287,4.46324152697594e-292,0,6
"NTRK1",0,0.670892236600445,0.436,0.016,0,0,0.400529257117901,0.295,0.018,0,0,0,6
"CADM31",0,0.851764004320873,0.739,0.07,0,0,0.71870253353415,0.605,0.067,0,0,0,6
"NHLH11",0,1.45631355279043,0.859,0.084,0,0,1.84271127820126,0.882,0.072,0,0,0,6
"NFASC1",0,0.839549585218472,0.772,0.103,0,0,0.696714722520273,0.665,0.099,0,0,0,6
"CNTN21",0,0.878359639853522,0.647,0.075,0,0,1.27377912682573,0.662,0.07,0,0,0,6
"GREM21",0,0.652805180980207,0.566,0.043,0,0,0.626159621146209,0.488,0.038,0,0,0,6
"TLX2",0,0.793736484661443,0.512,0.002,0,0,0.794616301940027,0.553,0.003,0,0,0,6
"REEP11",0,0.89999609606922,0.66,0.078,0,0,0.579282750937632,0.498,0.073,0,0,0,6
"THSD7B",0,1.50713574843655,0.88,0.008,0,0,1.4882767078233,0.833,0.005,0,0,0,6
"RPRM1",0,1.61436215732165,0.88,0.08,0,0,1.73269739684932,0.828,0.087,0,0,0,6
"NEUROD1",0,2.69485162114178,0.78,0.017,0,0,3.07684233188255,0.929,0.015,0,0,0,6
"PPP1R1C",0,1.0940145706928,0.564,0.012,0,0,0.642911314972458,0.36,0.007,0,0,0,6
"PLCL1",0,0.733787005395575,0.56,0.054,0,3.72391687305163e-209,0.432520638919872,0.391,0.068,9.73022239759661e-205,3.72391687305163e-209,0,6
"SCG21",0,0.581213031461668,0.45,0.041,0,3.83716106654954e-242,0.588238703507463,0.386,0.057,1.00261181507873e-237,3.83716106654954e-242,0,6
"KIF1A1",0,0.978529964231,0.813,0.158,0,0,0.774470925115694,0.743,0.156,0,0,0,6
"ROBO21",0,1.27188795729194,0.857,0.159,0,0,1.00512806810467,0.791,0.163,0,0,0,6
"RAB6B1",0,1.39925805071972,0.747,0.126,0,0,1.1414557247773,0.662,0.113,0,0,0,6
"SLC9A9",0,0.338481068694703,0.405,0.036,0,2.74877027254947e-288,0.279805393894141,0.318,0.034,7.18226184514451e-284,2.74877027254947e-288,0,6
"SHOX2",0,0.916131530397738,0.643,0.062,0,0,0.710349506792943,0.429,0.044,0,0,0,6
"SST",0,6.79643824213368,0.938,0.049,0,0,6.61045019288999,0.778,0.044,0,0,0,6
"CPLX1",0,0.703356417748628,0.67,0.024,0,0,0.486354431966092,0.491,0.024,0,0,0,6
"LGI2",0,1.00184977811309,0.654,0.101,0,2.85427256062632e-235,0.647030680552175,0.448,0.082,7.45792877366052e-231,2.85427256062632e-235,0,6
"ATP8A1",0,0.901092494598534,0.689,0.116,0,8.35602619939588e-306,0.605704104617751,0.55,0.098,2.18334608564015e-301,8.35602619939588e-306,0,6
"PARM1",0,0.420391819957863,0.425,0.013,0,0,0.388769596066211,0.358,0.015,0,0,0,6
"STBD1",0,0.475039902335243,0.388,0.013,0,0,0.646476907839815,0.454,0.015,0,0,0,6
"PRKG2",0,0.43380907502033,0.429,0.015,0,0,0.363657848520297,0.313,0.009,0,0,0,6
"ANK21",0,1.86996316257201,0.876,0.186,0,0,1.68120354384247,0.789,0.175,0,0,0,6
"AC092661.1",0,0.780688090976048,0.562,0.005,0,0,0.399505416569088,0.319,0.004,0,0,0,6
"NDST3",0,0.617325635417695,0.591,0.047,0,3.46093287739407e-201,0.44956609615268,0.4,0.074,9.04307151534296e-197,3.46093287739407e-201,0,6
"FHDC11",0,0.594822589662405,0.558,0.051,0,0,0.583277225688813,0.512,0.032,0,0,0,6
"GRIA21",0,0.598174452420832,0.577,0.058,0,0,0.631747922842834,0.457,0.062,0,0,0,6
"BASP1-AS1",0,1.14100101105296,0.815,0.039,0,0,1.12166352972478,0.774,0.032,0,0,0,6
"LINC02217",0,0.459186125235149,0.349,0.001,0,0,0.566089542770797,0.433,0.001,0,0,0,6
"LINC02223",0,0.413891436936158,0.384,0.019,0,0,0.433454519290735,0.4,0.021,0,0,0,6
"AC010478.1",0,0.452753869085114,0.485,0.002,0,0,0.319114835348887,0.318,0.001,0,0,0,6
"ISL1",0,1.83402135422998,0.902,0.004,0,0,1.87491220228669,0.85,0.003,0,0,0,6
"NEUROG1",0,0.928197248182547,0.45,0.016,0,0,0.980361349319032,0.589,0.01,0,0,0,6
"TLX31",0,1.20405707623173,0.863,0.068,0,0,1.5166247854355,0.856,0.067,0,0,0,6
"CPLX2",0,0.350283852197956,0.411,0.03,0,0,0.289794507750536,0.343,0.032,0,0,0,6
"NRN11",0,0.617436543533824,0.693,0.101,0,1.6574311926633e-186,0.377505039060567,0.481,0.099,4.33070196330993e-182,1.6574311926633e-186,0,6
"GRM4",0,0.55093468376767,0.537,0.005,0,0,0.466775723429985,0.417,0.004,0,0,0,6
"MDGA1",0,0.916121979450624,0.699,0.072,0,0,0.748742408380712,0.558,0.054,0,0,0,6
"EYS",0,0.416564419169085,0.293,0.016,0,0,0.456212990672935,0.355,0.014,0,0,0,6
"SDK1",0,1.33805971019778,0.869,0.149,0,0,1.10681020659016,0.744,0.14,0,0,0,6
"PPP1R17",0,2.97656916477761,0.981,0.017,0,0,3.26816911600269,0.988,0.019,0,0,0,6
"SRRM31",0,0.810651087211514,0.741,0.095,0,0,0.620141605857523,0.662,0.107,0,0,0,6
"ACTL6B1",0,0.365447523288195,0.479,0.047,0,7.73093370731627e-225,0.258149094217479,0.364,0.052,2.02001566838467e-220,7.73093370731627e-225,0,6
"ACHE",0,0.520853050290222,0.481,0.049,0,3.07038038871355e-157,0.337350030372826,0.329,0.062,8.02259691766965e-153,3.07038038871355e-157,0,6
"DGKI",0,0.330647617423345,0.394,0.035,0,5.0444802594836e-291,0.276228431829074,0.318,0.033,1.31807224700047e-286,5.0444802594836e-291,0,6
"TRMT9B",0,1.24123904025307,0.753,0.074,0,0,1.20179544754182,0.718,0.062,0,0,0,6
"NRG11",0,0.972132174889789,0.645,0.068,0,0,0.787322142506507,0.527,0.074,0,0,0,6
"ANK1",0,0.430411278826634,0.467,0.015,0,0,0.398254177644167,0.391,0.013,0,0,0,6
"KCNB2",0,0.87594805596566,0.743,0.052,0,0,0.773341551962442,0.608,0.048,0,0,0,6
"AC022893.2",0,0.597123136563257,0.556,0.018,0,0,0.456168109586883,0.411,0.018,0,0,0,6
"STMN21",0,2.50636946135036,0.942,0.176,0,0,1.91151780463081,0.876,0.185,0,0,0,6
"AL445623.2",0,0.366969040120341,0.419,0.016,0,0,0.272637326292664,0.287,0.013,0,0,0,6
"ELAVL21",0,2.23148372168168,0.975,0.188,0,0,2.05860105259058,0.95,0.174,0,0,0,6
"FAM219A1",0,0.836141980617286,0.722,0.116,0,0,0.716136917049942,0.633,0.112,0,0,0,6
"NPR2",0,0.751306271479014,0.637,0.036,0,0,0.733973606013426,0.598,0.038,0,0,0,6
"CORO2A",0,0.798092381903641,0.666,0.059,0,0,0.779210168059197,0.647,0.063,0,0,0,6
"GABBR2",0,0.782441407692475,0.571,0.02,0,0,0.530514010679958,0.422,0.018,0,0,0,6
"OLFM11",0,1.73107834664898,0.932,0.136,0,0,1.5869518853522,0.873,0.138,0,0,0,6
"CACNA1B",0,0.445930629601712,0.523,0.038,0,0,0.35929991398917,0.369,0.037,0,0,0,6
"PRKG1",0,1.51301656832089,0.873,0.239,0,3.18279429282485e-249,1.19439358294168,0.761,0.268,8.31632320772206e-245,3.18279429282485e-249,0,6
"PCDH15",0,0.643090071969609,0.521,0.01,0,0,0.460127722605172,0.367,0.007,0,0,0,6
"LDB3",0,0.451364189403281,0.367,0.008,0,0,0.745793522751949,0.485,0.009,0,0,0,6
"SNCG1",0,3.04431496978246,0.896,0.138,0,0,2.56995466146233,0.812,0.129,0,0,0,6
"TLX1",0,0.688955356721404,0.515,0.016,0,0,0.443872963444708,0.324,0.024,0,0,0,6
"INA1",0,1.3081342208227,0.805,0.126,0,4.55070577713573e-286,0.786272713971738,0.673,0.133,1.1890539125078e-281,4.55070577713573e-286,0,6
"HSPA12A",0,0.684766769761117,0.699,0.108,0,1.96715239405114e-178,0.403037889628852,0.423,0.09,5.13997249041621e-174,1.96715239405114e-178,0,6
"RGS10",0,2.61194203515848,0.963,0.373,0,0,2.59238115018772,0.971,0.377,0,0,0,6
"EBF31",0,1.20005696541363,0.832,0.191,0,3.55613572613343e-177,0.868776984792858,0.693,0.252,9.29182703881404e-173,3.55613572613343e-177,0,6
"CEND1",0,0.471106601482072,0.496,0.035,0,0,0.316710153055092,0.372,0.038,0,0,0,6
"ANO5",0,0.41629159562903,0.386,0.029,0,1.64060334067697e-271,0.287301608916211,0.25,0.022,4.28673246885485e-267,1.64060334067697e-271,0,6
"SLC17A61",0,0.850771149721939,0.616,0.064,0,0,0.765659174655759,0.465,0.064,0,0,0,6
"SLC1A21",0,0.632268520301762,0.66,0.098,0,3.34825821690384e-188,0.332305787462673,0.425,0.081,8.74866389494803e-184,3.34825821690384e-188,0,6
"C11orf96",0,2.26252056573938,0.892,0.112,0,0,2.55252682604342,0.888,0.084,0,0,0,6
"P2RX31",0,1.42221201330511,0.737,0.058,0,0,1.18429466108012,0.665,0.06,0,0,0,6
"RTN4RL21",0,1.27775022894699,0.869,0.102,0,0,1.19362152625477,0.854,0.092,0,0,0,6
"IGSF9B",0,0.441613509109249,0.512,0.065,0,0,0.508345931134631,0.518,0.061,0,0,0,6
"CD163L1",0,0.46655727020908,0.425,0.007,0,0,0.379595014893562,0.34,0.004,0,0,0,6
"PRPH",0,1.79966651890049,0.471,0.017,0,0,1.39182412631651,0.322,0.025,0,0,0,6
"NEUROD4",0,0.656645461565415,0.446,0.027,0,0,0.849327855452349,0.6,0.027,0,0,0,6
"ITGA7",0,0.832461264950713,0.716,0.042,0,0,0.592543749065819,0.557,0.046,0,0,0,6
"PMEL",0,1.2648066009031,0.637,0.082,0,0,1.38761534955356,0.569,0.086,0,0,0,6
"TBC1D30",0,0.358943896053871,0.411,0.025,0,0,0.324748299549019,0.326,0.027,0,0,0,6
"TRHDE",0,0.813292166532368,0.705,0.118,0,0,0.92804249672585,0.636,0.052,0,0,0,6
"HRK",0,1.29845880801579,0.562,0.032,0,0,0.895566329566285,0.378,0.034,0,0,0,6
"SRRM41",0,0.897207027790933,0.876,0.143,0,0,0.799299811046127,0.811,0.127,0,0,0,6
"MTUS2",0,0.509131955141688,0.504,0.044,0,0,0.351339676105854,0.312,0.029,0,0,0,6
"FRY",0,0.551929182438281,0.425,0.042,0,5.97519574932027e-164,0.321040027386864,0.271,0.042,1.56125889733989e-159,5.97519574932027e-164,0,6
"POU4F11",0,2.02389645857598,0.934,0.058,0,0,2.08905958056185,0.885,0.046,0,0,0,6
"RTN11",0,2.11654214019906,0.693,0.116,0,2.78765838291007e-248,1.32548538880643,0.574,0.12,7.28387258870571e-244,2.78765838291007e-248,0,6
"SIX11",0,1.99514875716415,0.979,0.214,0,0,1.74966081050225,0.953,0.338,0,0,0,6
"CHGA1",0,0.596467663356964,0.606,0.046,0,0,0.489443166155531,0.488,0.045,0,0,0,6
"GABRB31",0,0.852662095381394,0.672,0.085,0,0,0.544210384650176,0.529,0.082,0,0,0,6
"DISP2",0,0.496146169839575,0.49,0.036,0,1.20264712599526e-197,0.251388502890396,0.278,0.036,3.14239667551302e-193,1.20264712599526e-197,0,6
"SCG31",0,1.73046698271094,0.94,0.128,0,0,1.51293190337112,0.859,0.123,0,0,0,6
"AC010931.2",0,0.487568810385917,0.508,0.059,0,0,0.414684627943562,0.363,0.032,0,0,0,6
"CHRNA3",0,0.654423168215456,0.494,0.029,0,0,0.809127836559116,0.564,0.021,0,0,0,6
"AP3B2",0,0.470827910616848,0.519,0.053,0,8.84776994403582e-304,0.365348467983738,0.406,0.051,2.31183380867712e-299,8.84776994403582e-304,0,6
"NTRK3",0,1.36071386472724,0.581,0.041,0,0,1.14278141602052,0.516,0.036,0,0,0,6
"ARHGDIG1",0,0.669492213943501,0.442,0.041,0,1.01731412933934e-160,0.387816397911472,0.291,0.048,2.65814008855076e-156,1.01731412933934e-160,0,6
"WFIKKN1",0,0.844891583908256,0.666,0.081,0,0,0.912020489700278,0.578,0.067,0,0,0,6
"GNAO11",0,1.93430590916669,0.649,0.087,0,1.31921263944555e-247,1.05015877950783,0.482,0.09,3.44697070560729e-243,1.31921263944555e-247,0,6
"RASD1",0,0.446497743196994,0.448,0.034,0,0,0.486923081680429,0.443,0.03,0,0,0,6
"KCNJ12",0,1.10685742615471,0.734,0.028,0,0,0.908411889520919,0.597,0.021,0,0,0,6
"TMEM132E",0,0.431712956783442,0.45,0.008,0,0,0.27800302335757,0.282,0.006,0,0,0,6
"ZNF385C",0,0.298722556281188,0.309,0.016,0,0,0.354436392092556,0.358,0.015,0,0,0,6
"RUNDC3A1",0,0.629095171924581,0.635,0.065,0,0,0.456685016925212,0.501,0.071,0,0,0,6
"ADAM11",0,1.30696761383773,0.828,0.037,0,0,1.22573886279992,0.727,0.033,0,0,0,6
"BTBD17",0,0.900469391419821,0.705,0.097,0,0,1.1970013505722,0.764,0.087,0,0,0,6
"HID1",0,0.733861917400584,0.691,0.041,0,0,0.618324952196778,0.555,0.033,0,0,0,6
"RBFOX31",0,0.717508782053204,0.62,0.091,0,6.75059090110235e-238,0.71407294614105,0.6,0.142,1.76386189654903e-233,6.75059090110235e-238,0,6
"SYT41",0,0.914502862721931,0.705,0.073,0,0,0.592692309305099,0.544,0.082,0,0,0,6
"ONECUT21",0,1.36337820345088,0.946,0.161,0,0,0.872891808883798,0.795,0.146,0,0,0,6
"CDH7",0,0.504496645781207,0.477,0.05,0,0,0.634523594657616,0.513,0.048,0,0,0,6
"ATCAY1",0,0.914626063107418,0.73,0.111,0,0,0.747564664373801,0.642,0.12,0,0,0,6
"ELAVL31",0,1.82922626902189,0.967,0.203,0,0,1.53164792466103,0.91,0.191,0,0,0,6
"CACNA1A1",0,1.39137277916184,0.855,0.134,0,0,1.66958598234818,0.842,0.13,0,0,0,6
"UNC13A",0,0.524928151755516,0.562,0.036,0,0,0.383250728200776,0.416,0.036,0,0,0,6
"VSTM2B",0,0.53165347025172,0.529,0.032,0,6.32497874210283e-252,0.272051958240526,0.341,0.042,1.65265369552405e-247,6.32497874210283e-252,0,6
"CHST8",0,0.563073564667379,0.535,0.031,0,0,0.671794041877417,0.558,0.031,0,0,0,6
"PPP1R14A",0,0.972303200366099,0.622,0.065,0,0,1.25688313313587,0.701,0.063,0,0,0,6
"ATP1A31",0,0.879852432293814,0.824,0.119,0,0,0.807572645672928,0.74,0.124,0,0,0,6
"AC010247.21",0,0.520425922363372,0.51,0.052,0,6.17136942274913e-159,0.336457222780972,0.327,0.058,1.61251711647012e-154,6.17136942274913e-159,0,6
"CHGB1",0,0.929324350885329,0.82,0.07,0,0,0.909611146756196,0.741,0.072,0,0,0,6
"SNAP251",0,0.678261733157911,0.705,0.103,0,2.22050908155147e-268,0.451334731135195,0.561,0.104,5.80196817918585e-264,2.22050908155147e-268,0,6
"INSM11",0,1.09136561386297,0.797,0.094,0,0,1.38059582639568,0.885,0.103,0,0,0,6
"XKR7",0,0.467348181553802,0.508,0.017,0,0,0.512063831873782,0.504,0.016,0,0,0,6
"EYA2",0,0.649509806270412,0.411,0.017,0,0,0.864784762700173,0.6,0.022,0,0,0,6
"PCBP3",0,0.576395098894001,0.558,0.026,0,0,0.408981365761376,0.428,0.023,0,0,0,6
"SULT4A11",0,0.503014363359733,0.535,0.067,0,7.46901805584545e-202,0.362728177144788,0.403,0.073,1.95157972781186e-197,7.46901805584545e-202,0,6
"MAPK8IP21",0,0.885055903958424,0.768,0.111,0,0,0.624110161997669,0.637,0.101,0,0,0,6
"SYP1",0,0.909719083241204,0.766,0.094,0,0,0.852607225000314,0.676,0.092,0,0,0,6
"L1CAM2",0,1.00679275082263,0.859,0.165,0,0,0.948949143560968,0.802,0.126,0,0,0,6
"C14orf1321",1.12610616309308e-303,2.07364403906091,0.983,0.491,2.94240279354591e-299,0,2.07760428090261,0.983,0.452,0,1.12610616309308e-303,0,6
"FRMD3",4.48638173504045e-301,0.541581458015785,0.519,0.07,1.17224668354872e-296,0,0.440356450626454,0.412,0.039,0,4.48638173504045e-301,0,6
"NHLH21",2.51746390758081e-299,0.470612588889455,0.546,0.069,6.57788144411789e-295,0,0.711858753169646,0.657,0.081,0,2.51746390758081e-299,0,6
"CNTNAP3B",7.03652702602676e-295,0.811052457820052,0.62,0.102,1.83857414663053e-290,0,1.00055699837,0.712,0.091,0,7.03652702602676e-295,0,6
"MREG",3.21055433820902e-294,0.501968569418136,0.409,0.044,8.38885743030635e-290,0,0.695702593231359,0.557,0.04,0,3.21055433820902e-294,0,6
"NEFM1",9.11532954628461e-294,3.71982001485665,0.859,0.24,2.38174445714871e-289,0,2.76639742969097,0.839,0.237,0,9.11532954628461e-294,0,6
"AL353743.2",1.01144369638709e-291,0.340840929770168,0.272,0.018,2.64280123428984e-287,0,0.603758338810587,0.431,0.02,0,1.01144369638709e-291,0,6
"CADM11",6.63376003023166e-289,2.80642429812144,0.992,0.682,1.73333515829923e-284,0,2.71166450640647,0.994,0.707,0,6.63376003023166e-289,0,6
"RBP12",1.65868930324599e-286,2.03176534854235,0.979,0.417,4.33398928045144e-282,0,2.20861633818641,0.95,0.337,0,1.65868930324599e-286,0,6
"MAPK8IP11",2.91086248111118e-285,0.827243361683085,0.766,0.168,7.60579257689541e-281,0,0.835801674470721,0.696,0.158,0,2.91086248111118e-285,0,6
"BASP11",2.3406917711062e-282,2.24401052931584,1,0.945,6.1159935287234e-278,0,2.32065166196626,1,0.943,0,2.3406917711062e-282,0,6
"ADAMTS5",8.59884648333643e-277,0.411701773657712,0.355,0.034,2.24679259763098e-272,0,0.438092724345634,0.344,0.036,0,8.59884648333643e-277,0,6
"TRHDE-AS1",1.36736557012308e-275,0.48709629997406,0.494,0.067,3.57278949817459e-271,0,0.420015981213638,0.388,0.029,0,1.36736557012308e-275,0,6
"TAGLN31",2.06716810595432e-275,1.53149581951563,0.99,0.358,5.40130354404805e-271,0,1.43186197619649,0.986,0.394,0,2.06716810595432e-275,0,6
"CDH61",2.26585007052248e-275,0.923491010815732,0.678,0.12,5.92043964926818e-271,0,1.11549720703331,0.722,0.097,0,2.26585007052248e-275,0,6
"CNTNAP3",1.54077400574259e-274,0.345382902900572,0.33,0.029,4.02588839960481e-270,0,0.518883118150059,0.423,0.028,0,1.54077400574259e-274,0,6
"BICD12",1.9095025649411e-258,1.42937377887392,0.961,0.433,4.9893392519346e-254,0,1.38976215692938,0.95,0.376,0,1.9095025649411e-258,0,6
"TUBB31",2.40286769328404e-253,2.42974329188248,1,0.543,6.27845299578186e-249,0,2.33088644657606,0.998,0.559,0,2.40286769328404e-253,0,6
"AFAP11",3.63957811844358e-252,1.01644756573446,0.876,0.275,9.50985366568124e-248,0,1.16462707021857,0.902,0.279,0,3.63957811844358e-252,0,6
"PCBP41",1.32331017080659e-248,1.47485011594689,0.994,0.608,3.45767714530053e-244,0,1.60015653488836,0.995,0.559,0,1.32331017080659e-248,0,6
"RHOU1",4.09334840116745e-247,0.74492530242414,0.737,0.17,1.06955100374104e-242,0,0.786723717005125,0.769,0.193,0,4.09334840116745e-247,0,6
"CYB561D1",8.94235304932839e-245,0.261640118275666,0.342,0.035,2.33654742825902e-240,0,0.292230041798396,0.347,0.034,0,8.94235304932839e-245,0,6
"GKAP1",4.54476776856947e-234,1.47872214763358,0.836,0.246,1.18750237024952e-229,0,2.08525291770291,0.856,0.207,0,4.54476776856947e-234,0,6
"CCER2",4.03053674999952e-231,0.304476185767861,0.338,0.036,1.05313894740738e-226,0,0.485638492538523,0.367,0.038,0,4.03053674999952e-231,0,6
"FNDC51",1.77206263426776e-224,1.00467703490982,0.869,0.29,4.63022245707822e-220,0,1.14187022576388,0.862,0.228,0,1.77206263426776e-224,0,6
"B3GALT2",4.55231151652938e-217,0.251516517619358,0.253,0.022,1.18947347615396e-212,0,0.271580525595421,0.31,0.023,0,4.55231151652938e-217,0,6
"INKA2",7.67470784484126e-209,0.424910190772863,0.438,0.067,2.00532441277857e-204,0,0.606157376823406,0.541,0.052,0,7.67470784484126e-209,0,6
"TMSB4X",9.51063306013897e-204,1.2972982313031,1,0.998,2.48503331228371e-199,0,1.63343330992793,1,0.999,0,9.51063306013897e-204,0,6
"AC026356.2",1.16152403867394e-196,0.454457614874424,0.591,0.126,3.03494616065112e-192,0,0.535435496616911,0.6,0.112,0,1.16152403867394e-196,0,6
"HRC",2.99020628016467e-191,0.326036612856882,0.299,0.034,7.81310998944226e-187,0,0.368323650526815,0.327,0.032,0,2.99020628016467e-191,0,6
"GFRA11",2.60866853151687e-181,0.813867388184302,0.909,0.367,6.81619000600043e-177,0,1.03037291058258,0.885,0.28,0,2.60866853151687e-181,0,6
"DLL31",3.38258190996576e-137,0.881149914769805,0.743,0.269,8.83834827254952e-133,0,1.15424654550509,0.826,0.239,0,3.38258190996576e-137,0,6
"FAM110A1",8.69364794229134e-118,0.614421308978129,0.456,0.12,2.2715632708413e-113,0,0.782410309326782,0.609,0.105,0,8.69364794229134e-118,0,6
"RAPGEF5",1.25372510400374e-117,0.620915932709644,0.51,0.147,3.27585832425137e-113,0,0.793414554735697,0.636,0.129,0,1.25372510400374e-117,0,6
"SSTR21",1.33998869288574e-110,0.50671140490739,0.334,0.067,3.50125645564116e-106,0,0.884471485181032,0.513,0.073,0,1.33998869288574e-110,0,6
"MANEAL1",1.63065287810532e-289,0.361214267715723,0.454,0.052,4.26073290520139e-285,3.45214023501032e-306,0.338495153477997,0.406,0.05,9.02009722005847e-302,1.63065287810532e-289,6.90428047001995e-306,6
"TCF15",4.54325322939267e-225,0.474716140119033,0.473,0.075,1.18710663630801e-220,1.98134448246135e-304,0.439372647794248,0.428,0.06,5.17705499822327e-300,4.54325322939267e-225,3.96268896492235e-304,6
"PNMA21",1.50790483404218e-246,0.547638643292208,0.627,0.115,3.94000454086882e-242,3.83943563008991e-304,0.513340936001935,0.589,0.105,1.00320613578619e-299,1.50790483404218e-246,7.67887126017969e-304,6
"NKAIN3-IT1",6.14442522358147e-304,1.06299160225569,0.797,0.181,1.6054768666696e-299,3.77528751052263e-154,0.63940813333917,0.6,0.197,9.86444873624457e-150,3.77528751052263e-154,1.2288850447163e-303,6
"MIR137HG",2.26164970797455e-246,0.341988108722752,0.34,0.034,5.90946452196671e-242,2.04319380485569e-303,0.340583017607245,0.327,0.034,5.33866109270743e-299,2.26164970797455e-246,4.08638760971114e-303,6
"CBFA2T31",1.31213961965829e-230,0.339687940998234,0.465,0.066,3.42848961220516e-226,2.6275377870389e-303,0.417186276466291,0.447,0.062,6.86549348375394e-299,1.31213961965829e-230,5.25507557407734e-303,6
"KIAA04081",1.34653056207468e-288,1.07906460902478,0.898,0.236,3.51834970564493e-284,5.46243561905848e-303,0.935424046887136,0.825,0.221,1.42727980290379e-298,1.34653056207468e-288,1.09248712381161e-302,6
"ACSL41",1.21849772523792e-263,1.04578962846408,0.828,0.242,3.18381270627416e-259,6.81139430568261e-303,1.00683629702285,0.802,0.244,1.77974921813181e-298,1.21849772523792e-263,1.36227886113642e-302,6
"DCX1",5.11827116983085e-286,1.71126158010319,0.973,0.312,1.3373530739651e-281,7.06579851096861e-303,1.43602770482769,0.957,0.361,1.84622249293099e-298,5.11827116983085e-286,1.4131597021936e-302,6
"HOMER2",1.24192993307768e-302,0.493886359192831,0.515,0.067,3.24503872213867e-298,3.60493995637395e-188,0.326825379407773,0.369,0.066,9.41934761200949e-184,3.60493995637395e-188,2.48385986615516e-302,6
"RAB3A1",2.9608420364399e-302,0.8189693259994,0.674,0.113,7.73638415701381e-298,1.23987583924555e-190,0.491346734483207,0.513,0.116,3.23967158036469e-186,1.23987583924555e-190,5.92168407287949e-302,6
"S100A101",2.47335659096155e-298,1.6877244462491,0.712,0.134,6.46263343652343e-294,1.92454970757645e-214,1.26306360021579,0.49,0.103,5.02865593092652e-210,1.92454970757645e-214,4.94671318192294e-298,6
"ASIC11",1.48778821926548e-208,0.608588108330911,0.585,0.12,3.88744183811878e-204,7.16669124108689e-297,0.775693502919879,0.581,0.115,1.87258475438359e-292,1.48778821926548e-208,1.43333824821723e-296,6
"PPP1R1A3",2.69664939366237e-274,1.55993999680642,0.913,0.289,7.04607520070041e-270,2.47489606894206e-296,1.36103052281995,0.879,0.286,6.46665593853871e-292,2.69664939366237e-274,4.94979213788408e-296,6
"PGF",2.6157379740116e-294,0.738146421463614,0.598,0.096,6.83466175229492e-290,1.81459906101534e-295,0.695478867134001,0.485,0.08,4.74136588652697e-291,2.6157379740116e-294,3.62919812203029e-295,6
"EBF21",1.70902759846885e-292,0.911950710568982,0.749,0.147,4.46551821203927e-288,3.70990455164738e-205,0.506327623112931,0.592,0.145,9.69360960299944e-201,3.70990455164738e-205,3.41805519693767e-292,6
"FGF18",1.80940405617493e-287,0.557661993990825,0.483,0.061,4.72779185837948e-283,9.40591982689905e-97,0.301705662541024,0.276,0.063,2.45767279157045e-92,9.40591982689905e-97,3.61880811234986e-287,6
"STMN41",1.56195415634871e-284,1.45580740167059,0.697,0.13,4.08123001512355e-280,3.67845175286177e-216,1.18131581194721,0.577,0.138,9.61142658505251e-212,3.67845175286177e-216,3.12390831269719e-284,6
"MAPT1",1.88034001031705e-284,1.2735863730288,0.712,0.144,4.91314041295742e-280,8.82847491007045e-157,0.677726249367092,0.521,0.143,2.30679220925231e-152,8.82847491007045e-157,3.76068002063405e-284,6
"RPS6KL11",7.29220530570412e-284,0.325106732225734,0.425,0.046,1.90538032432743e-279,6.36100186928999e-266,0.301039136000227,0.366,0.047,1.66206617842678e-261,6.36100186928999e-266,1.45844106114081e-283,6
"CALM11",5.17751355943216e-221,1.51353025565642,0.998,0.96,1.35283251794403e-216,1.97182421772554e-282,1.51672563928985,0.997,0.949,5.15217949849507e-278,5.17751355943216e-221,3.94364843545075e-282,6
"SYT12",2.44757464509565e-257,1.16688139628748,0.826,0.205,6.39526779017041e-253,2.20851657262704e-281,0.894875169919042,0.78,0.195,5.77063295261718e-277,2.44757464509565e-257,4.41703314525377e-281,6
"NEFL1",1.20817144214483e-257,3.03335203432118,0.766,0.2,3.15683116118023e-253,3.65213929731761e-278,1.88143077229105,0.741,0.193,9.54267476996117e-274,1.20817144214483e-257,7.3042785946345e-278,6
